similarity,label
0.41691733,1
0.34497629,1
0.15129904,1
0.48235744,1
0.42731027,1
0.45835817,1
0.45963304,1
0.31548736,1
0.16667873,1
0.25483945,1
0.33735462,1
0.33337242,1
0.31208109,1
0.30978464,1
0.35482789,1
0.30714261,1
0.37015926,1
0.42440966,1
0.24907432,1
0.36515958,1
0.19696252,1
0.40558530,1
0.39948020,1
0.50438376,1
0.34811458,1
0.49686885,1
0.35808948,1
0.61054846,1
0.49958330,1
0.55998868,1
0.54552164,1
0.52186788,1
0.54222076,1
0.60917087,1
0.44440829,1
0.43684497,1
0.47651124,1
0.50698185,1
0.40912797,1
0.47717367,1
0.32282552,1
0.24362427,1
0.66102810,1
0.41469112,1
0.53951544,1
0.42483042,1
0.38147604,1
0.45998757,1
0.25586598,1
0.47430047,1
0.38939988,1
0.41656157,1
0.29155759,1
0.31022810,1
0.30003619,1
0.37751292,1
0.27884682,1
0.41911535,1
0.45616039,1
0.41863483,1
0.37335976,1
0.42971947,1
0.40702214,1
0.42807684,1
0.36729664,1
0.38164414,1
0.24542187,1
0.39327217,1
0.29451512,1
0.37699165,1
0.46450919,1
0.28796295,1
0.12398278,1
0.38710417,1
0.40253489,1
0.39639119,1
0.28371395,1
0.34134144,1
0.40123833,1
0.27007436,1
0.33284154,1
0.37355055,1
0.27870908,1
0.32042811,1
0.46365895,1
0.27535689,1
0.35205733,1
0.58892852,1
0.46894742,1
0.30862551,1
0.32439229,1
0.23962302,1
0.31592771,1
0.34981866,1
0.36858075,1
0.54338783,1
0.63903952,1
0.47507084,1
0.43178330,1
0.44243957,1
0.39499403,1
0.44031211,1
0.47455889,1
0.53475060,1
0.39764331,1
0.39104626,1
0.39416976,1
0.43556060,1
0.30092378,1
0.44720506,1
0.52175065,1
0.36057573,1
0.44457744,1
0.35801287,1
0.34680685,1
0.25431664,1
0.51878762,1
0.58280719,1
0.51542487,1
0.43738013,1
0.35726980,1
0.41061672,1
0.25504536,1
0.51219907,1
0.34014127,1
0.51217602,1
0.45513837,1
0.46286542,1
0.54332843,1
0.44846342,1
0.47572560,1
0.41850229,1
0.36757564,1
0.40080984,1
0.29783943,1
0.42010283,1
0.30488416,1
0.36622959,1
0.31403777,1
0.34786284,1
0.32666673,1
0.44859883,1
0.42620343,1
0.33019371,1
0.36667104,1
0.28285835,1
0.38856813,1
0.37048355,1
0.48561090,1
0.48549192,1
0.43508337,1
0.34008797,1
0.45957039,1
0.54812863,1
0.46064690,1
0.35569500,1
0.37855445,1
0.42009201,1
0.26585142,1
0.34572814,1
0.47286503,1
0.38738522,1
0.36364369,1
0.36591262,1
0.31206316,1
0.26342032,1
0.27359797,1
0.33728533,1
0.46715820,1
0.34252523,1
0.40576186,1
0.54217671,1
0.40744114,1
0.35919897,1
0.26603668,1
0.36273494,1
0.37951653,1
0.41541501,1
0.50628240,1
0.29731732,1
0.32127841,1
0.39265757,1
0.41010046,1
0.30089872,1
0.35630616,1
0.25171449,1
0.39721749,1
0.36290551,1
0.25338946,1
0.45103629,1
0.51250210,1
0.31754803,1
0.28680274,1
0.16531741,1
0.33280166,1
0.51200610,1
0.46628715,1
0.50030490,1
0.41518047,1
0.34603871,1
0.30874274,1
0.30278505,1
0.47824027,1
0.45999817,1
0.28658037,1
0.41995783,1
0.51817323,1
0.36649496,1
0.29151922,1
0.47627515,1
0.12275511,1
0.31866261,1
0.17932262,1
0.43259499,1
0.47514500,1
0.48838746,1
0.44577927,1
0.45646642,1
0.38818068,1
0.20597996,1
0.31094660,1
0.29908059,1
0.39231807,1
0.38379745,1
0.45099978,1
0.48235826,1
0.44650134,1
0.33012668,1
0.37104321,1
0.37037412,1
0.39615106,1
0.17840862,1
0.37367942,1
0.39825547,1
0.30511719,1
0.36405854,1
0.41455758,1
0.35763397,1
0.33406843,1
0.26483338,1
0.31812696,1
0.35955253,1
